observableId	simulationConditionId	time	measurement	preequilibrationConditionId
Free_TGFb_obs	TH17	55.0	1.0	preeq_ss
IL6R_Active	TH17	55.0	73.32866861748563	preeq_ss
Free_IL6_obs	TH17	55.0	19.338464519126077	preeq_ss
pSMAD3_obs	TH17	55.0	102.77880068266283	preeq_ss
STAT3d_active_obs	TH17	55.0	50.861192305253766	preeq_ss
S3S4_complex_obs	TH17	55.0	48.64536435274775	preeq_ss
S3STAT3d_complex_obs	TH17	55.0	49.7313812321602	preeq_ss
PKA_active	TH17	55.0	43.93000957088034	preeq_ss
Free_TGFb_obs	TH17	60.0	1.0	preeq_ss
IL6R_Active	TH17	60.0	73.32866861833597	preeq_ss
Free_IL6_obs	TH17	60.0	19.338464519023695	preeq_ss
pSMAD3_obs	TH17	60.0	102.78619432663452	preeq_ss
STAT3d_active_obs	TH17	60.0	50.861280511692236	preeq_ss
S3S4_complex_obs	TH17	60.0	48.64680697059431	preeq_ss
S3STAT3d_complex_obs	TH17	60.0	49.73267322250025	preeq_ss
PKA_active	TH17	60.0	43.930015320013744	preeq_ss
Free_TGFb_obs	TH17	65.0	1.0	preeq_ss
IL6R_Active	TH17	65.0	73.32866861840036	preeq_ss
Free_IL6_obs	TH17	65.0	19.33846451901461	preeq_ss
pSMAD3_obs	TH17	65.0	102.79002812494957	preeq_ss
STAT3d_active_obs	TH17	65.0	50.861326224971364	preeq_ss
S3S4_complex_obs	TH17	65.0	48.64755425008047	preeq_ss
S3STAT3d_complex_obs	TH17	65.0	49.733342498216196	preeq_ss
PKA_active	TH17	65.0	43.93001828505909	preeq_ss
Free_TGFb_obs	TH17	70.0	1.0	preeq_ss
IL6R_Active	TH17	70.0	73.32866861837034	preeq_ss
Free_IL6_obs	TH17	70.0	19.338464519026928	preeq_ss
pSMAD3_obs	TH17	70.0	102.79201390576412	preeq_ss
STAT3d_active_obs	TH17	70.0	50.86134989829622	preeq_ss
S3S4_complex_obs	TH17	70.0	48.647941185406594	preeq_ss
S3STAT3d_complex_obs	TH17	70.0	49.73368904680065	preeq_ss
PKA_active	TH17	70.0	43.93001981571684	preeq_ss
Free_TGFb_obs	TH17	75.0	1.0	preeq_ss
IL6R_Active	TH17	75.0	73.32866861839894	preeq_ss
Free_IL6_obs	TH17	75.0	19.338464519030136	preeq_ss
pSMAD3_obs	TH17	75.0	102.79303560344044	preeq_ss
STAT3d_active_obs	TH17	75.0	50.86136207168067	preeq_ss
S3S4_complex_obs	TH17	75.0	48.64814000911453	preeq_ss
S3STAT3d_complex_obs	TH17	75.0	49.73386712762141	preeq_ss
PKA_active	TH17	75.0	43.93002060115502	preeq_ss
Free_TGFb_obs	TH17	80.0	1.0	preeq_ss
IL6R_Active	TH17	80.0	73.32866861840002	preeq_ss
Free_IL6_obs	TH17	80.0	19.338464519030623	preeq_ss
pSMAD3_obs	TH17	80.0	102.79356672733027	preeq_ss
STAT3d_active_obs	TH17	80.0	50.86136840185098	preeq_ss
S3S4_complex_obs	TH17	80.0	48.64824348166063	preeq_ss
S3STAT3d_complex_obs	TH17	80.0	49.733959799400196	preeq_ss
PKA_active	TH17	80.0	43.93002100917089	preeq_ss
Free_TGFb_obs	TH17	85.0	1.0	preeq_ss
IL6R_Active	TH17	85.0	73.32866861839713	preeq_ss
Free_IL6_obs	TH17	85.0	19.33846451903178	preeq_ss
pSMAD3_obs	TH17	85.0	102.79384178616473	preeq_ss
STAT3d_active_obs	TH17	85.0	50.86137168006836	preeq_ss
S3S4_complex_obs	TH17	85.0	48.648297034165545	preeq_ss
S3STAT3d_complex_obs	TH17	85.0	49.734007764331956	preeq_ss
PKA_active	TH17	85.0	43.93002122036996	preeq_ss
Free_TGFb_obs	TH17	90.0	1.0	preeq_ss
IL6R_Active	TH17	90.0	73.32866861842673	preeq_ss
Free_IL6_obs	TH17	90.0	19.338464519028772	preeq_ss
